Name;A;B;C;D;E;F;median dnds;annotation;pvalA;pvalB;pvalC;pvalD;pvalE;pvalF;medianPval;pvalAD;pvalBE;pvalCF;Role;go;go_link;mean_js;mean_jsA;mean_jsB;mean_jsC;mean_jsD;mean_jsE;mean_jsF;mean_gapA;mean_gapB;mean_gapC;mean_gapD;mean_gapE;mean_gapF;mean_repA;mean_repB;mean_repC;mean_repD;mean_repE;mean_repF;dnds_gap_correctedA;dnds_gap_correctedB;dnds_gap_correctedC;dnds_gap_correctedD;dnds_gap_correctedE;dnds_gap_correctedF;abA;abB;abC;abD;abE;abF;top_abundant;isSignificant;meanRep;meanPval
TIGR00192;0.887931034;1.032085561;0.685185185;0.944444444;0.68;0.802816901;0.845373968;urease_beta: urease. beta subunit;1;1;1;1;1;1;;1;0.800877428;1;160;GO:0009039;contributes_to;NA;0.478070078;0.540058943;0.7136072;0.54803224;0.609519022;0.541068586;0.394573643;0.344512195;0.133333067;0.3856;0.282608696;0.335858586;NA;0.219512195;NA;0.112;NA;NA;0.887931034;1.032085561;0.685185185;0.944444444;0.68;0.802816901;9;7;3;5;2;4;FALSE;FALSE;0.165756098;1
TIGR00193;0.751724138;0.798742138;0.733944954;0.773399015;0.721518987;0.866666667;0.762561577;urease_gam: urease. gamma subunit;1;1;1;1;1;1;;1;1;1;160;GO:0009039;contributes_to;NA;0.544410917;0.456046134;0.473680396;0.445539384;0.511053711;0.490046373;0.360421009;0.425210084;0.388613861;0.49109589;0.360824536;0.365545196;0.348623853;NA;NA;NA;NA;NA;0.751724138;0.798742138;0.733944954;0.773399015;0.721518987;0.866666667;7;10;8;10;5;7;FALSE;FALSE;0.348623853;1
TIGR00350;2.174852652;2.43452381;2.71659919;2.425414365;2.928571429;2.5;2.467261905;lytR_cpsA_psr: cell envelope-related function transcriptional attenuator common domain;7.26E-15;1.64E-08;2.89E-17;2.90E-08;0.108754028;8.62E-10;8.62248E-09;1;1;0.288648186;129;NA;NA;NA;0.249813477;0.338451413;0.358939373;0.279538267;0.400750882;0.359302776;0.697931785;0.523222337;0.654643693;0.599315556;0.545588235;0.584256122;0.424615385;0.206521739;0.25087108;0.288888889;0.194117647;0.171428571;2.174852652;2.43452381;2.71659919;2.425414365;2.928571429;2.5;29;11;17;13;3;14;FALSE;TRUE;0.256073885;0.018125679
TIGR00199;1.264948454;1.164146868;1.141374838;1.344086022;1.277777778;1.173010381;1.218979418;cinA_cterm: competence/damage-inducible protein CinA C-terminal domain;1;1;1;1;1;1;;0.245400489;1;1;132;NA;NA;NA;0.285627635;0.331149447;0.310692364;0.338094394;0.39375601;0.323454783;0.655601037;0.562585161;0.595161;0.551346818;0.581280887;0.573370054;0.692946058;0.594470046;0.531818182;0.358585859;0.068965517;0.141304348;1.264948454;1.164146868;1.141374838;1.344086022;1.277777778;1.173010381;43;36;31;24;13;25;FALSE;FALSE;0.398015002;1
TIGR00202;0.635316699;0.993288591;0.666666667;0.751396648;0.594202899;0.584656085;0.650991683;csrA: carbon storage regulator;1;1;1;1;1;1;;1;0.696895338;1;116;GO:0003723;NULL;NA;0.389395133;0.456699223;0.494445375;0.403624344;0.434740192;0.401846423;0.483369469;0.391990291;0.30138875;0.492666475;0.445512019;0.531282358;NA;NA;NA;NA;NA;0.097560976;0.635316699;0.993288591;0.666666667;0.751396648;0.594202899;0.584656085;25;8;17;19;13;22;FALSE;FALSE;0.097560976;1
TIGR00203;0.925925926;1.428571429;1;0.93081761;1.087719298;1.428571429;1.043859649;cydB: cytochrome d ubiquinol oxidase. subunit II;1;1;1;1;1;1;;1;0.952145539;1;112;GO:0016682;NULL;NA;0.557126917;0.287857441;0.448401702;0.504617011;0.47147809;0.515569448;0.468911917;0.704960836;0.543882713;0.536179359;0.417602135;0.459415584;0.417098446;0.386422977;0.531914894;0.327402135;0.382022472;0.405844156;0.925925926;1.428571429;1;0.93081761;1.087719298;1.428571429;4;5;6;6;3;2;FALSE;FALSE;0.408450846;1
TIGR00205;1.520215633;1.506382979;1.432432432;1.428571429;1.661016949;1.474509804;1.490446392;fliE: flagellar hook-basal body complex protein FliE;0.427468311;0.763443461;1;1;0.663936845;1;;1;1;1;188;GO:0001539;NULL;NA;0.450251775;0.447618043;0.431344968;0.408969027;0.468318496;0.429106179;0.585262604;0.375;0.589604387;0.501896195;0.520676692;0.485094959;0.136094675;0.369565217;NA;0.221238938;NA;0.243902439;1.520215633;1.506382979;1.432432432;1.428571429;1.661016949;1.474509804;21;16;15;20;8;15;FALSE;FALSE;0.242700317;0.809141436
TIGR03930;2.272727273;2.366120219;3.066666667;2.432624113;NA;3.912280702;2.432624113;WXG100_ESAT6: WXG100 family type VII secretion target;7.47E-08;3.07E-08;1.28E-09;1.12E-06;NA;2.02E-11;3.06826E-08;1;1;0.007857946;NA;GO:0003674;NULL;NA;0.422605905;0.464889898;0.46672629;0.39714;NA;0.53289181;0.300792667;0.242857143;0.368279516;0.3828125;NA;0.247619048;0.238095238;0.224489796;0.298387097;NA;NA;0.257142857;2.272727273;2.366120219;3.066666667;2.432624113;NA;3.912280702;12;10;6;8;0;4;FALSE;TRUE;0.254528747;2.45E-07
TIGR00209;0.965517241;0.8125;0.986710963;0.597222222;1.16;NA;0.965517241;galT_1: galactose-1-phosphate uridylyltransferase;1;1;1;1;1;1;;1;1;0.597157601;119;GO:0006012;NULL;NA;0.322601611;0.286389729;0.488798482;0.23682366;0.59313781;0.211590202;0.656229094;0.688888889;0.503291409;0.705415229;0.285714286;0.746810576;0.154362416;0.249322493;0.149051491;NA;NA;0.161383285;0.965517241;0.8125;0.986710963;0.597222222;1.16;1;9;10;7;7;2;7;FALSE;FALSE;0.178529921;1
TIGR00214;1.322891566;1.020576132;1.048;1.112195122;NA;1.065502183;1.065502183;lipB: lipoyl(octanoyl) transferase;1;1;1;1;0.670622828;1;;0.166396436;1;1;140;GO:0009107;NULL;NA;0.331379892;0.437865547;0.386634669;0.424302687;0.42658436;0.399542407;0.592418921;0.464068826;0.523317521;0.474769154;0.492890995;0.517361111;NA;0.287449393;0.194214876;0.218905473;0.090047393;0.365740741;1.322891566;1.020576132;1.048;1.112195122;3.5;1.065502183;13;8;14;7;2;8;FALSE;FALSE;0.231271575;0.945103805
TIGR00220;0.949494949;1.009049774;0.992753623;0.910780669;0.76635514;0.838187702;0.930137809;mscL: large conductance mechanosensitive channel protein;1;1;1;1;1;1;;1;1;1;149;GO:0006810;NULL;NA;0.328555575;0.474158667;0.411339359;0.378850634;0.449313182;0.387460645;0.546860977;0.442963;0.510530962;0.548855634;0.448863636;0.537096774;0.32183908;NA;NA;NA;0.2;0.35483871;0.949494949;1.009049774;0.992753623;0.910780669;0.76635514;0.838187702;26;9;13;15;7;16;FALSE;FALSE;0.29222593;1
TIGR00223;1.642105263;1.297468354;1.244565217;0.915254237;1.317073171;0.988888889;1.271016786;panD: aspartate 1-decarboxylase;0.405973285;1;1;1;1;1;;1;0.861867556;1;83;GO:0004068;NULL;NA;0.627086218;0.551916127;0.584955938;0.64576319;0.561537692;0.553143101;0.178571429;0.273474225;0.235676172;0.167241379;0.279487;0.313953488;NA;NA;NA;NA;NA;NA;1.642105263;1.297468354;1.244565217;0.915254237;1.317073171;0.988888889;4;6;6;5;3;4;FALSE;FALSE;-1;0.900995548
TIGR01443;1.907258065;1.960683761;1.812382739;1.948717949;2.347222222;2.168067227;1.954700855;intein_Cterm: intein C-terminal splicing region;5.19E-10;1.14E-09;0.000167195;1.21E-06;3.45E-07;9.34E-09;1.76977E-07;1;0.71853649;1;NA;NA;NA;NA;0.601190293;0.70037742;0.236745982;0.26820256;0.32655379;0.274982458;0.871860063;0.898516131;0.53754625;0.59113608;0.589604355;0.561138814;0.129707113;0.403641882;NA;NA;NA;NA;1.907258065;1.960683761;1.812382739;1.948717949;2.347222222;2.168067227;48;41;34;33;12;23;FALSE;TRUE;0.266674497;2.81E-05
TIGR00229;1.72409094;1.819962729;1.858380496;1.742541257;1.78721547;1.771184193;1.779199832;sensory_box: PAS domain S-box protein;5.76E-215;1.56E-188;8.37E-199;1.28E-163;4.83E-56;3.14E-134;;1;0.017850016;0.000105416;264;GO:0004871;NULL;NA;0.120362354;0.167939377;0.167355494;0.090591692;0.077918679;0.077386109;0.923243852;0.954687199;0.940693276;0.904246239;0.845166036;0.885013697;0.584309133;0.72057898;0.678509532;0.770392749;0.538860104;0.410211268;1.72409094;1.819962729;1.858380496;1.742541257;1.78721547;1.771184193;4340;2281;2467;3957;1607;3012;FALSE;TRUE;0.617143628;8.05E-57
TIGR00231;1.205596107;1.19146775;1.21961223;1.191893604;1.174081238;1.242006615;1.198744856;small_GTP: small GTP-binding protein domain;1;1;1;1;1;1;;1;1;0.761289647;157;GO:0005525;NULL;NA;0.153001065;0.223516662;0.206131246;0.22370375;0.22061589;0.303463876;0.807416713;0.856171077;0.841349596;0.794785861;0.698146059;0.812798486;0.305555556;0.561456753;0.395622896;0.166666667;0.309322034;0.415137615;1.205596107;1.19146775;1.21961223;1.191893604;1.174081238;1.242006615;130;88;123;95;53;89;FALSE;FALSE;0.358960253;1
TIGR01549;1.665642994;1.81495098;1.808690013;1.682031985;1.74137931;1.632664756;1.711705648;HAD-SF-IA-v1: HAD hydrolase. family IA. variant 1;9.06E-10;7.31E-15;1.11E-11;3.84E-07;0.009649364;0.002867844;1.92348E-07;1;0.310848006;1;703;GO:0008152;NULL;NA;0.162653574;0.216504;0.190700127;0.152673284;0.233009153;0.197115392;0.745889863;0.741089607;0.738133758;0.825266543;0.65360209;0.756174232;0.536082474;0.363934426;0.308917197;0.303703704;0.316384181;0.37883959;1.665642994;1.81495098;1.808690013;1.682031985;1.74137931;1.632664756;141;87;79;127;46;95;FALSE;TRUE;0.367976929;0.002086266
TIGR00247;1.315104167;1.1;1.591194969;1.394366197;1.641509434;1.587719298;1.491042748;TIGR00247: conserved hypothetical protein. YceG family;1;1;0.595671028;1;0.855700077;0.712426597;;1;1;0.127865916;156;NA;NA;NA;0.40513821;0.522984005;0.441076537;0.397888166;0.67585904;0.646343407;0.653539666;0.546941085;0.527508091;0.509461092;0.14;0.276556484;0.3150358;0.098191214;0.297734628;NA;NA;0.472527473;1.315104167;1.1;1.591194969;1.394366197;1.641509434;1.587719298;12;6;5;6;2;3;FALSE;FALSE;0.295872279;0.86063295
TIGR00250;1.284979424;1.186795491;1.34045584;1.313782991;1.513011152;1.252659574;1.299381208;RNAse_H_YqgF: RNAse H domain protein. YqgF family;1;1;1;1;1;1;;1;1;1;157;GO:0003674;NULL;NA;0.2498053;0.292598261;0.249821452;0.262393915;0.269204024;0.240643576;0.6366663;0.596509076;0.612777688;0.667280802;0.595121951;0.584647515;0.1;NA;NA;0.311320755;0.146341463;NA;1.284979424;1.186795491;1.34045584;1.313782991;1.513011152;1.252659574;51;30;43;39;20;41;FALSE;FALSE;0.185887406;1
TIGR00252;1.649253731;1.548571429;1.436619718;1.369047619;1.532258065;1.868217054;1.540414747;TIGR00252: TIGR00252 family protein;0.296433192;0.642941776;1;1;1;0.07923693;;1;1;1;156;NA;NA;NA;0.495307591;0.527940252;0.523907939;0.567424375;0.673204876;0.633851095;0.346715766;0.293081761;0.263636848;0.281248906;0.132231405;0.111922117;NA;0.465408805;0.163636364;NA;NA;0.109489051;1.649253731;1.548571429;1.436619718;1.369047619;1.532258065;1.868217054;6;5;6;3;2;3;FALSE;FALSE;0.246178073;0.66976865
TIGR00254;1.215228348;1.249354561;1.219510947;1.248282758;1.302983579;1.267536705;1.24881866;GGDEF: diguanylate cyclase (GGDEF) domain;1;1;1;1;1;1;;1;0.027327721;1;264;GO:0009966;NULL;NA;0.151062075;0.214736412;0.126832228;0.100659776;0.080819766;0.139114048;0.919831173;0.95074457;0.934170118;0.913288087;0.868924918;0.917452647;0.679245283;NA;0.60451423;0.54857997;0.651053864;0.732492997;1.215228348;1.249354561;1.219510947;1.248282758;1.302983579;1.267536705;2260;1526;1699;2230;1086;1742;FALSE;FALSE;0.643177269;1
TIGR00262;1.319391635;0.930107527;1.374663073;1.673076923;1.857142857;1.648648649;1.511655861;trpA: tryptophan synthase. alpha subunit;1;1;1;0.623556614;0.580242384;0.780548227;;1;1;0.670987828;70;GO:0000162;NULL;NA;0.476357784;0.648926384;0.387112456;0.624965036;0.342878071;0.600137136;0.336826347;0.265682657;0.509160877;0.205035971;0.576117008;0.331818182;0.329341317;0.191881919;0.407017544;NA;0.366141732;NA;1.319391635;0.930107527;1.374663073;1.673076923;1.857142857;1.648648649;8;3;9;2;3;2;FALSE;FALSE;0.323595628;0.830724538
TIGR02246;1.737288136;2.019891501;2.169772257;1.845844504;1.881147541;2.027972028;1.950519521;TIGR02246: conserved hypothetical protein;4.78E-06;5.99E-11;7.71E-13;7.03E-07;0.024810924;3.86E-07;5.44795E-07;1;1;0.059605137;NA;NA;NA;NA;0.219822186;0.278338251;0.279198686;0.22512573;0.255721461;0.246711436;0.631675464;0.66124278;0.6040824;0.626166865;0.627144157;0.674845053;0.131147541;0.269058296;0.417142857;0.421621622;0.370786517;NA;1.737288136;2.019891501;2.169772257;1.845844504;1.881147541;2.027972028;53;35;26;41;19;29;FALSE;TRUE;0.321951367;0.004136133
TIGR00277;1.137683242;1.20233463;1.21980198;1.108125198;1.217197924;1.218886199;1.209766277;HDIG: uncharacterized domain HDIG;1;1;1;1;1;1;;1;0.54711159;0.165339422;NA;NA;NA;NA;0.19170362;0.304143928;0.290102625;0.14970993;0.221965506;0.170738477;0.852161165;0.87193377;0.827897021;0.799726456;0.781585431;0.778420352;0.106329114;0.088036117;0.578171091;0.712280702;0.224719101;0.07421875;1.137683242;1.20233463;1.21980198;1.108125198;1.217197924;1.218886199;262;158;152;250;84;165;FALSE;FALSE;0.297292479;1
TIGR00278;1.157859974;1.094302554;1.142414861;1.087242026;1.14732965;1.173969072;1.144872256;TIGR00278: putative membrane protein insertion efficiency factor;1;1;1;1;1;1;;1;1;1;156;NA;NA;NA;0.306405066;0.367161092;0.400356117;0.334872523;0.381925333;0.350168455;0.588654803;0.516399244;0.393342913;0.481745405;0.463710381;0.479257724;0.210526316;NA;NA;NA;0.447619048;0.25203252;1.157859974;1.094302554;1.142414861;1.087242026;1.14732965;1.173969072;74;29;31;52;24;36;FALSE;FALSE;0.303392628;1
TIGR00287;2.086956522;1.333333333;0.857142857;0.622641509;0.921875;1.322580645;1.122227823;cas1: CRISPR-associated endonuclease Cas1;0.079729558;1;1;1;1;1;;1;1;1;708;GO:0004520;NULL;NA;0.411021212;0.565659973;0.736125473;0.629464015;0.604380405;0.312068318;0.628787879;0.589430894;0.341715976;0.244525547;0.216215811;0.653453453;NA;0.027100271;0.372781065;NA;NA;0.072072072;2.086956522;1.333333333;0.857142857;0.622641509;0.921875;1.322580645;4;4;2;2;3;5;FALSE;FALSE;0.157317803;0.846621593
TIGR00302;1.308020478;1.185806452;1.276570048;1.158362989;1.374701671;1.210526316;1.243548182;TIGR00302: phosphoribosylformylglycinamidine synthase. purS protein;1;1;1;1;1;1;;1;1;1;125;GO:0004642;contributes_to;NA;0.2603075;0.308936694;0.315376071;0.250503866;0.29019713;0.273946168;0.569569083;0.596774113;0.500175357;0.580292941;0.56087;0.537621028;0.175;NA;NA;0.12605042;0.226086957;NA;1.308020478;1.185806452;1.276570048;1.158362989;1.374701671;1.210526316;76;58;47;86;31;52;FALSE;FALSE;0.175712459;1
TIGR00305;1.349295775;1.78125;1.982142857;1.694117647;1.694444444;1.420454545;1.694281046;TIGR00305: putative toxin-antitoxin system toxin component. PIN family;1;0.621296484;0.147896644;0.417276082;0.579400642;1;;1;0.724765886;0.99054737;92;GO:0004521;NULL;NA;0.321830733;0.713258851;0.347636029;0.398538477;0.335362979;0.32490411;0.613146911;0.334459459;0.536764191;0.544151192;0.595743972;0.607304726;0.219895288;NA;0.286764706;NA;NA;NA;1.349295775;1.78125;1.982142857;1.694117647;1.694444444;1.420454545;17;2;6;6;6;6;FALSE;FALSE;0.253329997;0.627644975
TIGR01444;1.723669309;1.786075949;1.971285893;1.759803922;2.143884892;1.504568528;1.772939936;fkbM_fam: methyltransferase. FkbM family;7.14E-10;1.37E-06;5.44E-12;4.18E-07;8.34E-06;0.728124757;8.94728E-07;1;0.319150725;1;NA;NA;NA;NA;0.16395903;0.179833627;0.146977647;0.192760509;0.211548945;0.179880838;0.802772884;0.768152237;0.759375;0.793502275;0.765289382;0.800998757;0.722371968;0.511864407;0.132352941;0.556886228;NA;0.407514451;1.723669309;1.786075949;1.971285893;1.759803922;2.143884892;1.504568528;155;78;95;129;43;99;TRUE;TRUE;0.466197999;0.121355814
TIGR00333;0.794871795;0.96460177;1.119047619;0.888888889;1.225352113;0.857142857;0.92674533;nrdI: nrdI protein;1;1;1;1;1;1;;1;0.912102179;1;123;GO:0009263;NULL;NA;0.582295888;0.475775952;0.60338234;0.55403378;0.636246667;0.732886818;0.314643084;0.39569246;0.241134574;0.364830157;0.187654321;0.08080803;NA;NA;NA;0.102362205;NA;NA;0.794871795;0.96460177;1.119047619;0.888888889;1.225352113;0.857142857;3;6;3;3;4;3;TRUE;FALSE;0.102362205;1
TIGR01613;1.89787234;2.46875;NA;2;NA;NA;2;primase_Cterm: phage/plasmid primase. P4 family. C-terminal domain;2.16E-06;6.28E-07;NA;0.125135544;NA;NA;2.16399E-06;1;0.239704805;1;132;GO:0003896;NULL;NA;0.493908255;0.670386012;NA;0.687350874;NA;NA;0.535398817;0.253099174;NA;0.323426573;NA;NA;0.405281286;0.345041322;NA;NA;NA;NA;1.89787234;2.46875;NA;2;NA;NA;6;2;0;2;1;0;FALSE;TRUE;0.375161304;0.041712779
TIGR00357;1.219814241;1.026548673;1.434210526;1.291666667;1.333333333;1.203389831;1.255740454;TIGR00357: methionine-R-sulfoxide reductase;1;1;1;1;1;1;;1;1;0.482663472;140;GO:0000318;NULL;NA;0.479401488;0.555260593;0.505757662;0.49374474;0.7015587;0.528562692;0.39047619;0.346296296;0.325856039;0.321892727;0.1133328;0.392857308;NA;0.148148148;NA;NA;NA;NA;1.219814241;1.026548673;1.434210526;1.291666667;1.333333333;1.203389831;10;8;11;7;3;7;FALSE;FALSE;0.148148148;1
TIGR02241;1.844444444;2.151741294;2.410447761;2.020618557;1.967032967;2.144117647;2.082368102;TIGR02241: conserved hypothetical phage tail region protein;0.000121065;2.51E-11;3.89E-06;5.72E-07;0.115549659;6.53E-08;2.22976E-06;1;1;0.476554601;NA;NA;NA;NA;0.328341923;0.376750105;0.525318146;0.318414715;0.512115833;0.355708024;0.480585714;0.434555079;0.385393258;0.503810622;0.445238095;0.437125749;NA;NA;NA;NA;0.125;NA;1.844444444;2.151741294;2.410447761;2.020618557;1.967032967;2.144117647;15;13;5;17;5;16;FALSE;TRUE;0.125;0.019279208
TIGR00369;1.362993897;1.35566584;1.365119652;1.342520815;1.539303483;1.383892069;1.364056775;unchar_dom_1: uncharacterized domain 1;1;1;1;1;0.816947577;1;;1;0.664389432;1;NA;NA;NA;NA;0.156024486;0.18778938;0.167457227;0.160554622;0.182256771;0.178220597;0.720772428;0.73072593;0.6927065;0.722408193;0.694185938;0.675736617;0.316872428;0.457364341;0.081818182;0.231092437;0.088541667;0.059701493;1.362993897;1.35566584;1.365119652;1.342520815;1.539303483;1.383892069;183;137;151;212;73;149;FALSE;FALSE;0.205898425;0.969491263
TIGR00374;1.740196078;1.907216495;1.780701754;1.9375;NA;1.356435644;1.780701754;TIGR00374: TIGR00374 family protein;0.052196127;0.067263013;0.185019562;0.225853641;0.869723823;1;;1;1;1;157;NA;NA;NA;0.386983835;0.516962285;0.629762946;0.388180914;0.426880226;0.408683322;0.552556278;0.508736559;0.514636856;0.507168763;0.496240602;0.573289902;0.536931818;0.25;0.492917847;0.172043011;0.097744361;0.296416938;1.740196078;1.907216495;1.780701754;1.9375;Inf;1.356435644;6;4;3;3;2;4;FALSE;FALSE;0.307675662;0.400009361
TIGR00916;1.054945055;2.300146413;1.92601432;NA;NA;NA;1.92601432;2A0604s01: protein-export membrane protein. SecD/SecF family;1;3.52E-26;1.40E-05;NA;NA;NA;1.40148E-05;1;0.009630351;1;97;NA;NA;NA;0.726580245;0.552498439;0.491473956;NA;NA;NA;0.076687117;0.293353941;0.444444341;NA;NA;NA;0.134969325;0.426584235;0.767399267;NA;NA;NA;1.054945055;2.300146413;1.92601432;NA;NA;NA;2;4;6;0;0;0;FALSE;TRUE;0.442984276;0.333338005
TIGR00401;1.039923954;1.302904564;1.216783217;0.968888889;1.685185185;1.640449438;1.259843891;msrA: peptide-methionine (S)-S-oxide reductase;1;1;1;1;0.780359508;0.404839562;;1;0.175454154;0.015630494;140;GO:0000317;NULL;NA;0.354104356;0.470841237;0.41342;0.454852468;0.594371756;0.441787056;0.523019802;0.413306452;0.447264822;0.394382911;0.27226458;0.440277778;NA;NA;NA;NA;NA;NA;1.039923954;1.302904564;1.216783217;0.968888889;1.685185185;1.640449438;19;8;9;16;3;8;FALSE;FALSE;-1;0.864199845
TIGR00413;1.05107832;0.977110157;0.931323283;1.073813708;0.952380952;1.07037037;1.014094239;rlpA: rare lipoprotein A;1;1;1;1;1;1;;0.724305068;1;1;88;NA;NA;NA;0.409633206;0.460599735;0.436390297;0.402007516;0.418189846;0.398330359;0.602737608;0.680818775;0.750762748;0.51101451;0.616734769;0.521706407;0.114832536;0.072847682;0.735148515;0.339869281;0.451282051;0.065868263;1.05107832;0.977110157;0.931323283;1.073813708;0.952380952;1.07037037;33;28;23;27;18;23;TRUE;FALSE;0.296641388;1
TIGR00426;1.426799007;1.29787234;1.166180758;1.274336283;1.897260274;1.328431373;1.313151857;TIGR00426: competence protein ComEA helix-hairpin-helix repeat region;0.964004433;1;1;1;0.083508324;1;;1;0.348157838;1;98;NA;NA;NA;0.365351983;0.375598777;0.379177355;0.414978741;0.48346822;0.40660855;0.46352876;0.495374604;0.47231405;0.528554965;0.40018822;0.507926565;0.223140496;0.316546763;NA;NA;NA;NA;1.426799007;1.29787234;1.166180758;1.274336283;1.897260274;1.328431373;22;13;20;12;8;11;FALSE;FALSE;0.269843629;0.841252126
TIGR00449;NA;NA;NA;NA;NA;NA;#ZAHL!;tgt_general: tRNA-guanine family transglycosylase;1;1;1;1;1;1;;1;1;1;168;NA;NA;NA;0.080583889;0.098492511;0.098277807;0.087967154;0.087499156;0.082617299;0.887187421;0.874241116;0.879016742;0.886920381;0.875869489;0.883591649;0.494047619;NA;0.286885246;0.258517034;0.66;0.472164948;NA;NA;NA;NA;NA;NA;455;290;291;410;218;306;FALSE;FALSE;0.434322969;1
TIGR00481;1.231481481;1.23890785;1.302325581;1.280612245;1.395348837;1.257425743;1.269018994;TIGR00481: Raf kinase inhibitor-like protein. YbhB/YbcL family;1;1;1;1;1;1;;1;1;1;157;GO:0003674;NULL;NA;0.271789455;0.505165096;0.439933991;0.24712819;0.422320161;0.291520739;0.631042178;0.75327135;0.811825963;0.665255381;0.441687258;0.600107557;0.698019802;0.38292011;0.23853211;0.528571429;0.387096774;0.079545455;1.231481481;1.23890785;1.302325581;1.280612245;1.395348837;1.257425743;31;15;18;26;10;19;TRUE;FALSE;0.385780947;1
TIGR00517;0.687719298;0.664;0.819221968;0.819838057;0.876132931;0.714563107;0.766892538;acyl_carrier: acyl carrier protein;1;1;1;1;1;1;;1;1;1;176;GO:0000036;NULL;NA;0.42737977;0.457943372;0.429313469;0.427600084;0.479982099;0.39771685;0.386853448;0.371564767;0.390110204;0.491752941;0.316284815;0.536890709;NA;NA;NA;NA;NA;NA;0.687719298;0.664;0.819221968;0.819838057;0.876132931;0.714563107;30;20;25;26;19;26;FALSE;FALSE;-1;1
TIGR01488;1.849025974;1.857526882;1.666666667;1.922746781;1.918918919;2.199134199;1.888222901;HAD-SF-IB: HAD phosphoserine phosphatase-like hydrolase. family IB;8.59E-07;0.000185059;0.047710734;4.67E-06;0.21221242;2.54E-06;9.48647E-05;1;1;1;703;GO:0008152;NULL;NA;0.306333298;0.45459415;0.350543764;0.315578693;0.367998404;0.345019806;0.611778511;0.599773243;0.501561624;0.644207416;0.554964734;0.541262136;0.585106383;0.163265306;0.132841328;0.477203647;0.409574468;0.373786408;1.849025974;1.857526882;1.666666667;1.922746781;1.918918919;2.199134199;23;10;13;18;4;10;FALSE;TRUE;0.356962923;0.043352714
